Portugal, Life tables (period 1x1), Total	Last modified: 26 Sep 2017;  Methods Protocol: v6 (2017)

  Year          Age         mx       qx    ax      lx      dx      Lx       Tx     ex
  1940           0      0.14504  0.13177  0.31  100000   13177   90855  5138016  51.38
  1940           1      0.04956  0.04836  0.50   86823    4199   84723  5047161  58.13
  1940           2      0.01983  0.01964  0.50   82624    1623   81812  4962438  60.06
  1940           3      0.01008  0.01003  0.50   81001     813   80595  4880626  60.25
  1940           4      0.00657  0.00655  0.50   80188     525   79926  4800031  59.86
  1940           5      0.00436  0.00435  0.50   79663     346   79490  4720105  59.25
  1940           6      0.00362  0.00361  0.50   79317     286   79174  4640616  58.51
  1940           7      0.00300  0.00300  0.50   79030     237   78912  4561442  57.72
  1940           8      0.00265  0.00265  0.50   78794     209   78689  4482530  56.89
  1940           9      0.00220  0.00219  0.50   78585     172   78498  4403841  56.04
  1940          10      0.00229  0.00229  0.50   78412     179   78323  4325342  55.16
  1940          11      0.00210  0.00209  0.50   78233     164   78151  4247020  54.29
  1940          12      0.00186  0.00185  0.50   78069     145   77997  4168869  53.40
  1940          13      0.00239  0.00238  0.50   77924     186   77832  4090872  52.50
  1940          14      0.00219  0.00219  0.50   77739     170   77654  4013041  51.62
  1940          15      0.00248  0.00248  0.50   77569     192   77472  3935387  50.73
  1940          16      0.00288  0.00288  0.50   77376     223   77265  3857915  49.86
  1940          17      0.00323  0.00322  0.50   77154     248   77029  3780650  49.00
  1940          18      0.00402  0.00402  0.50   76905     309   76751  3703620  48.16
  1940          19      0.00432  0.00431  0.50   76596     330   76431  3626869  47.35
  1940          20      0.00445  0.00444  0.50   76266     338   76097  3550438  46.55
  1940          21      0.00434  0.00433  0.50   75928     329   75763  3474341  45.76
  1940          22      0.00429  0.00428  0.50   75599     323   75437  3398577  44.96
  1940          23      0.00482  0.00481  0.50   75276     362   75095  3323140  44.15
  1940          24      0.00454  0.00453  0.50   74914     340   74744  3248045  43.36
  1940          25      0.00453  0.00452  0.50   74574     337   74406  3173301  42.55
  1940          26      0.00491  0.00490  0.50   74237     364   74055  3098895  41.74
  1940          27      0.00514  0.00513  0.50   73873     379   73683  3024840  40.95
  1940          28      0.00552  0.00550  0.50   73494     404   73292  2951157  40.16
  1940          29      0.00470  0.00469  0.50   73090     343   72918  2877865  39.37
  1940          30      0.00561  0.00559  0.50   72747     407   72543  2804947  38.56
  1940          31      0.00497  0.00496  0.50   72340     359   72161  2732403  37.77
  1940          32      0.00569  0.00567  0.50   71981     408   71777  2660243  36.96
  1940          33      0.00630  0.00628  0.50   71573     450   71348  2588466  36.17
  1940          34      0.00549  0.00548  0.50   71123     389   70928  2517118  35.39
  1940          35      0.00585  0.00583  0.50   70734     413   70527  2446189  34.58
  1940          36      0.00598  0.00596  0.50   70321     419   70112  2375662  33.78
  1940          37      0.00572  0.00570  0.50   69902     398   69703  2305550  32.98
  1940          38      0.00653  0.00651  0.50   69504     453   69277  2235847  32.17
  1940          39      0.00579  0.00578  0.50   69051     399   68852  2166570  31.38
  1940          40      0.00742  0.00740  0.50   68652     508   68398  2097718  30.56
  1940          41      0.00671  0.00669  0.50   68144     456   67917  2029320  29.78
  1940          42      0.00827  0.00824  0.50   67689     558   67410  1961403  28.98
  1940          43      0.00759  0.00756  0.50   67131     508   66877  1893993  28.21
  1940          44      0.00704  0.00702  0.50   66623     468   66389  1827116  27.42
  1940          45      0.00873  0.00869  0.50   66156     575   65868  1760727  26.61
  1940          46      0.00940  0.00936  0.50   65581     614   65274  1694859  25.84
  1940          47      0.00820  0.00817  0.50   64967     531   64702  1629585  25.08
  1940          48      0.00999  0.00994  0.50   64437     640   64117  1564883  24.29
  1940          49      0.00835  0.00831  0.50   63796     530   63531  1500766  23.52
  1940          50      0.01175  0.01168  0.50   63266     739   62897  1437235  22.72
  1940          51      0.01074  0.01069  0.50   62527     668   62193  1374338  21.98
  1940          52      0.01174  0.01167  0.50   61859     722   61498  1312145  21.21
  1940          53      0.01183  0.01176  0.50   61137     719   60777  1250647  20.46
  1940          54      0.01284  0.01276  0.50   60418     771   60032  1189869  19.69
  1940          55      0.01474  0.01463  0.50   59647     873   59211  1129837  18.94
  1940          56      0.01602  0.01589  0.50   58774     934   58307  1070626  18.22
  1940          57      0.01608  0.01595  0.50   57840     923   57379  1012319  17.50
  1940          58      0.01947  0.01928  0.50   56917    1098   56369   954941  16.78
  1940          59      0.01492  0.01480  0.50   55820     826   55407   898572  16.10
  1940          60      0.02524  0.02492  0.50   54993    1371   54308   843165  15.33
  1940          61      0.02161  0.02138  0.50   53623    1147   53049   788857  14.71
  1940          62      0.02528  0.02496  0.50   52476    1310   51821   735808  14.02
  1940          63      0.02888  0.02847  0.50   51166    1457   50438   683987  13.37
  1940          64      0.02894  0.02853  0.50   49709    1418   49000   633549  12.75
  1940          65      0.03451  0.03392  0.50   48291    1638   47472   584549  12.10
  1940          66      0.03555  0.03493  0.50   46653    1629   45838   537077  11.51
  1940          67      0.03638  0.03573  0.50   45024    1609   44219   491238  10.91
  1940          68      0.05030  0.04907  0.50   43415    2130   42350   447019  10.30
  1940          69      0.03357  0.03301  0.50   41285    1363   40603   404669   9.80
  1940          70      0.06877  0.06649  0.50   39922    2654   38595   364066   9.12
  1940          71      0.05644  0.05489  0.50   37267    2046   36245   325471   8.73
  1940          72      0.07502  0.07231  0.50   35222    2547   33949   289227   8.21
  1940          73      0.08201  0.07878  0.50   32675    2574   31388   255278   7.81
  1940          74      0.07628  0.07348  0.50   30101    2212   28995   223890   7.44
  1940          75      0.09807  0.09349  0.50   27889    2607   26586   194895   6.99
  1940          76      0.10177  0.09684  0.50   25282    2448   24058   168309   6.66
  1940          77      0.09991  0.09516  0.50   22834    2173   21747   144251   6.32
  1940          78      0.14338  0.13379  0.50   20661    2764   19279   122504   5.93
  1940          79      0.11078  0.10496  0.50   17897    1879   16957   103225   5.77
  1940          80      0.18786  0.17173  0.50   16018    2751   14643    86268   5.39
  1940          81      0.10457  0.09937  0.50   13267    1318   12608    71625   5.40
  1940          82      0.15851  0.14687  0.50   11949    1755   11071    59017   4.94
  1940          83      0.14647  0.13647  0.50   10194    1391    9498    47946   4.70
  1940          84      0.17703  0.16264  0.50    8803    1432    8087    38447   4.37
  1940          85      0.23249  0.20828  0.50    7371    1535    6603    30360   4.12
  1940          86      0.21475  0.19393  0.50    5836    1132    5270    23757   4.07
  1940          87      0.20516  0.18607  0.50    4704     875    4267    18487   3.93
  1940          88      0.23762  0.21239  0.50    3829     813    3422    14220   3.71
  1940          89      0.20162  0.18316  0.50    3016     552    2739    10798   3.58
  1940          90      0.34518  0.29438  0.50    2463     725    2101     8059   3.27
  1940          91      0.25781  0.22837  0.50    1738     397    1540     5958   3.43
  1940          92      0.27024  0.23807  0.50    1341     319    1182     4418   3.29
  1940          93      0.28304  0.24795  0.50    1022     253     895     3237   3.17
  1940          94      0.29621  0.25800  0.50     769     198     669     2341   3.05
  1940          95      0.30972  0.26819  0.50     570     153     494     1672   2.93
  1940          96      0.32357  0.27851  0.50     417     116     359     1178   2.82
  1940          97      0.33774  0.28895  0.50     301      87     258      819   2.72
  1940          98      0.35222  0.29948  0.50     214      64     182      561   2.62
  1940          99      0.36698  0.31008  0.50     150      47     127      379   2.53
  1940         100      0.38199  0.32073  0.50     103      33      87      253   2.44
  1940         101      0.39725  0.33142  0.50      70      23      59      166   2.36
  1940         102      0.41271  0.34211  0.50      47      16      39      107   2.28
  1940         103      0.42836  0.35280  0.50      31      11      25       68   2.21
  1940         104      0.44416  0.36344  0.50      20       7      16       43   2.14
  1940         105      0.46008  0.37403  0.50      13       5      10       26   2.07
  1940         106      0.47609  0.38455  0.50       8       3       6       16   2.01
  1940         107      0.49216  0.39497  0.50       5       2       4       10   1.96
  1940         108      0.50826  0.40527  0.50       3       1       2        6   1.91
  1940         109      0.52436  0.41544  0.50       2       1       1        3   1.87
  1940         110+     0.54041  1.00000  1.85       1       1       2        2   1.85
  1941           0      0.16916  0.15139  0.31  100000   15139   89495  4798850  47.99
  1941           1      0.07057  0.06816  0.50   84861    5784   81969  4709356  55.49
  1941           2      0.02651  0.02617  0.50   79077    2069   78042  4627387  58.52
  1941           3      0.01254  0.01246  0.50   77008     960   76528  4549344  59.08
  1941           4      0.00718  0.00716  0.50   76048     544   75776  4472816  58.82
  1941           5      0.00486  0.00485  0.50   75504     366   75321  4397040  58.24
  1941           6      0.00411  0.00410  0.50   75138     308   74984  4321720  57.52
  1941           7      0.00350  0.00350  0.50   74829     262   74699  4246736  56.75
  1941           8      0.00295  0.00295  0.50   74568     220   74458  4172037  55.95
  1941           9      0.00280  0.00279  0.50   74348     208   74244  4097579  55.11
  1941          10      0.00220  0.00219  0.50   74140     163   74059  4023335  54.27
  1941          11      0.00246  0.00245  0.50   73978     181   73887  3949276  53.38
  1941          12      0.00221  0.00221  0.50   73796     163   73715  3875390  52.51
  1941          13      0.00221  0.00220  0.50   73633     162   73552  3801675  51.63
  1941          14      0.00274  0.00274  0.50   73471     201   73371  3728122  50.74
  1941          15      0.00276  0.00276  0.50   73270     202   73169  3654752  49.88
  1941          16      0.00334  0.00333  0.50   73068     243   72946  3581583  49.02
  1941          17      0.00361  0.00361  0.50   72824     263   72693  3508637  48.18
  1941          18      0.00376  0.00376  0.50   72562     273   72426  3435944  47.35
  1941          19      0.00417  0.00416  0.50   72289     301   72139  3363518  46.53
  1941          20      0.00520  0.00518  0.50   71988     373   71802  3291379  45.72
  1941          21      0.00471  0.00470  0.50   71615     336   71447  3219577  44.96
  1941          22      0.00522  0.00521  0.50   71279     371   71093  3148130  44.17
  1941          23      0.00457  0.00456  0.50   70908     323   70746  3077037  43.39
  1941          24      0.00488  0.00487  0.50   70585     343   70413  3006291  42.59
  1941          25      0.00473  0.00472  0.50   70241     332   70075  2935878  41.80
  1941          26      0.00514  0.00513  0.50   69910     359   69730  2865802  40.99
  1941          27      0.00493  0.00491  0.50   69551     342   69380  2796072  40.20
  1941          28      0.00509  0.00508  0.50   69209     351   69033  2726692  39.40
  1941          29      0.00508  0.00507  0.50   68858     349   68683  2657659  38.60
  1941          30      0.00525  0.00524  0.50   68509     359   68329  2588975  37.79
  1941          31      0.00550  0.00548  0.50   68150     374   67963  2520646  36.99
  1941          32      0.00587  0.00585  0.50   67776     396   67578  2452683  36.19
  1941          33      0.00583  0.00581  0.50   67380     392   67184  2385105  35.40
  1941          34      0.00599  0.00597  0.50   66988     400   66788  2317921  34.60
  1941          35      0.00661  0.00659  0.50   66588     439   66369  2251132  33.81
  1941          36      0.00603  0.00601  0.50   66150     398   65951  2184763  33.03
  1941          37      0.00616  0.00614  0.50   65752     404   65550  2118813  32.22
  1941          38      0.00729  0.00727  0.50   65348     475   65111  2053263  31.42
  1941          39      0.00661  0.00659  0.50   64873     427   64660  1988152  30.65
  1941          40      0.00714  0.00712  0.50   64446     459   64217  1923492  29.85
  1941          41      0.00633  0.00631  0.50   63987     404   63785  1859276  29.06
  1941          42      0.00936  0.00931  0.50   63583     592   63287  1795490  28.24
  1941          43      0.00716  0.00713  0.50   62991     449   62767  1732203  27.50
  1941          44      0.00892  0.00888  0.50   62542     555   62264  1669436  26.69
  1941          45      0.00936  0.00932  0.50   61987     578   61698  1607172  25.93
  1941          46      0.00848  0.00844  0.50   61409     519   61150  1545474  25.17
  1941          47      0.00819  0.00816  0.50   60891     497   60642  1484324  24.38
  1941          48      0.01134  0.01128  0.50   60394     681   60053  1423682  23.57
  1941          49      0.00951  0.00946  0.50   59713     565   59430  1363629  22.84
  1941          50      0.01134  0.01127  0.50   59148     667   58814  1304198  22.05
  1941          51      0.00901  0.00897  0.50   58481     525   58219  1245384  21.30
  1941          52      0.01498  0.01487  0.50   57956     862   57525  1187166  20.48
  1941          53      0.01300  0.01292  0.50   57095     737   56726  1129640  19.79
  1941          54      0.01435  0.01425  0.50   56357     803   55956  1072914  19.04
  1941          55      0.01663  0.01649  0.50   55554     916   55096  1016959  18.31
  1941          56      0.01509  0.01497  0.50   54638     818   54229   961863  17.60
  1941          57      0.01610  0.01597  0.50   53820     859   53390   907634  16.86
  1941          58      0.01960  0.01941  0.50   52961    1028   52447   854243  16.13
  1941          59      0.01905  0.01887  0.50   51933     980   51443   801797  15.44
  1941          60      0.02634  0.02600  0.50   50953    1325   50290   750354  14.73
  1941          61      0.01728  0.01713  0.50   49628     850   49203   700064  14.11
  1941          62      0.03420  0.03362  0.50   48778    1640   47958   650861  13.34
  1941          63      0.03016  0.02972  0.50   47138    1401   46437   602903  12.79
  1941          64      0.03217  0.03166  0.50   45737    1448   45013   556466  12.17
  1941          65      0.03877  0.03803  0.50   44289    1684   43447   511453  11.55
  1941          66      0.03714  0.03647  0.50   42605    1554   41828   468006  10.98
  1941          67      0.04281  0.04191  0.50   41051    1721   40191   426178  10.38
  1941          68      0.05108  0.04981  0.50   39330    1959   38351   385988   9.81
  1941          69      0.04387  0.04293  0.50   37371    1604   36569   347637   9.30
  1941          70      0.07162  0.06914  0.50   35767    2473   34531   311068   8.70
  1941          71      0.04656  0.04550  0.50   33294    1515   32537   276537   8.31
  1941          72      0.08951  0.08568  0.50   31779    2723   30418   244001   7.68
  1941          73      0.08327  0.07994  0.50   29056    2323   27895   213583   7.35
  1941          74      0.09313  0.08899  0.50   26734    2379   25544   185688   6.95
  1941          75      0.10984  0.10412  0.50   24355    2536   23087   160144   6.58
  1941          76      0.09686  0.09239  0.50   21819    2016   20811   137057   6.28
  1941          77      0.12510  0.11774  0.50   19803    2332   18637   116246   5.87
  1941          78      0.14977  0.13933  0.50   17471    2434   16254    97609   5.59
  1941          79      0.12791  0.12022  0.50   15037    1808   14133    81354   5.41
  1941          80      0.19500  0.17768  0.50   13229    2351   12054    67221   5.08
  1941          81      0.12129  0.11435  0.50   10879    1244   10257    55167   5.07
  1941          82      0.16855  0.15545  0.50    9635    1498    8886    44910   4.66
  1941          83      0.16255  0.15033  0.50    8137    1223    7525    36024   4.43
  1941          84      0.18249  0.16723  0.50    6914    1156    6336    28499   4.12
  1941          85      0.25316  0.22471  0.50    5758    1294    5111    22163   3.85
  1941          86      0.22173  0.19960  0.50    4464     891    4018    17053   3.82
  1941          87      0.22416  0.20157  0.50    3573     720    3213    13034   3.65
  1941          88      0.28051  0.24601  0.50    2853     702    2502     9822   3.44
  1941          89      0.20838  0.18872  0.50    2151     406    1948     7320   3.40
  1941          90      0.37445  0.31540  0.50    1745     550    1470     5372   3.08
  1941          91      0.27358  0.24066  0.50    1195     287    1051     3902   3.27
  1941          92      0.28625  0.25041  0.50     907     227     794     2851   3.14
  1941          93      0.29924  0.26029  0.50     680     177     591     2058   3.03
  1941          94      0.31253  0.27029  0.50     503     136     435     1466   2.92
  1941          95      0.32612  0.28040  0.50     367     103     316     1031   2.81
  1941          96      0.33999  0.29059  0.50     264      77     226      716   2.71
  1941          97      0.35411  0.30085  0.50     187      56     159      490   2.62
  1941          98      0.36848  0.31115  0.50     131      41     111      331   2.53
  1941          99      0.38306  0.32149  0.50      90      29      76      220   2.44
  1941         100      0.39785  0.33184  0.50      61      20      51      145   2.36
  1941         101      0.41280  0.34218  0.50      41      14      34       93   2.28
  1941         102      0.42791  0.35249  0.50      27       9      22       60   2.21
  1941         103      0.44314  0.36276  0.50      17       6      14       37   2.14
  1941         104      0.45846  0.37297  0.50      11       4       9       23   2.08
  1941         105      0.47386  0.38309  0.50       7       3       6       14   2.02
  1941         106      0.48930  0.39312  0.50       4       2       3        8   1.97
  1941         107      0.50475  0.40303  0.50       3       1       2        5   1.92
  1941         108      0.52019  0.41282  0.50       2       1       1        3   1.87
  1941         109      0.53559  0.42246  0.50       1       0       1        2   1.84
  1941         110+     0.55091  1.00000  1.82       1       1       1        1   1.82
  1942           0      0.14697  0.13337  0.31  100000   13337   90743  4978441  49.78
  1942           1      0.05825  0.05660  0.50   86663    4905   84210  4887698  56.40
  1942           2      0.02583  0.02550  0.50   81758    2085   80715  4803488  58.75
  1942           3      0.01308  0.01299  0.50   79673    1035   79155  4722772  59.28
  1942           4      0.00806  0.00803  0.50   78638     631   78322  4643617  59.05
  1942           5      0.00581  0.00579  0.50   78006     452   77781  4565295  58.52
  1942           6      0.00466  0.00465  0.50   77555     361   77374  4487514  57.86
  1942           7      0.00352  0.00352  0.50   77194     272   77058  4410140  57.13
  1942           8      0.00299  0.00298  0.50   76922     229   76808  4333082  56.33
  1942           9      0.00280  0.00280  0.50   76693     215   76586  4256274  55.50
  1942          10      0.00289  0.00289  0.50   76478     221   76368  4179689  54.65
  1942          11      0.00243  0.00243  0.50   76257     185   76165  4103321  53.81
  1942          12      0.00262  0.00262  0.50   76072     199   75973  4027156  52.94
  1942          13      0.00241  0.00241  0.50   75873     183   75782  3951183  52.08
  1942          14      0.00269  0.00269  0.50   75690     203   75589  3875401  51.20
  1942          15      0.00320  0.00319  0.50   75487     241   75366  3799812  50.34
  1942          16      0.00372  0.00371  0.50   75246     279   75106  3724446  49.50
  1942          17      0.00385  0.00384  0.50   74967     288   74823  3649340  48.68
  1942          18      0.00436  0.00435  0.50   74679     325   74516  3574517  47.87
  1942          19      0.00433  0.00432  0.50   74354     321   74193  3500001  47.07
  1942          20      0.00488  0.00487  0.50   74032     360   73852  3425807  46.27
  1942          21      0.00512  0.00511  0.50   73672     376   73484  3351955  45.50
  1942          22      0.00494  0.00493  0.50   73296     361   73115  3278471  44.73
  1942          23      0.00494  0.00493  0.50   72935     360   72755  3205356  43.95
  1942          24      0.00500  0.00498  0.50   72575     362   72394  3132601  43.16
  1942          25      0.00494  0.00493  0.50   72213     356   72035  3060207  42.38
  1942          26      0.00453  0.00452  0.50   71857     325   71695  2988171  41.58
  1942          27      0.00496  0.00495  0.50   71533     354   71356  2916476  40.77
  1942          28      0.00538  0.00537  0.50   71179     382   70988  2845120  39.97
  1942          29      0.00475  0.00474  0.50   70797     335   70629  2774132  39.18
  1942          30      0.00527  0.00526  0.50   70462     370   70276  2703503  38.37
  1942          31      0.00483  0.00482  0.50   70091     338   69922  2633227  37.57
  1942          32      0.00566  0.00564  0.50   69753     394   69557  2563304  36.75
  1942          33      0.00605  0.00604  0.50   69360     419   69150  2493748  35.95
  1942          34      0.00542  0.00541  0.50   68941     373   68755  2424597  35.17
  1942          35      0.00625  0.00623  0.50   68568     427   68355  2355843  34.36
  1942          36      0.00611  0.00609  0.50   68141     415   67934  2287488  33.57
  1942          37      0.00593  0.00591  0.50   67726     400   67526  2219554  32.77
  1942          38      0.00698  0.00696  0.50   67326     468   67092  2152028  31.96
  1942          39      0.00641  0.00639  0.50   66857     427   66644  2084936  31.18
  1942          40      0.00694  0.00692  0.50   66430     459   66201  2018293  30.38
  1942          41      0.00567  0.00566  0.50   65971     373   65784  1952092  29.59
  1942          42      0.00804  0.00800  0.50   65598     525   65335  1886308  28.76
  1942          43      0.00748  0.00745  0.50   65073     485   64830  1820973  27.98
  1942          44      0.00825  0.00822  0.50   64588     531   64322  1756142  27.19
  1942          45      0.00943  0.00938  0.50   64057     601   63757  1691820  26.41
  1942          46      0.00739  0.00736  0.50   63456     467   63222  1628063  25.66
  1942          47      0.00780  0.00777  0.50   62989     489   62744  1564841  24.84
  1942          48      0.01056  0.01051  0.50   62499     657   62171  1502097  24.03
  1942          49      0.00945  0.00941  0.50   61843     582   61552  1439926  23.28
  1942          50      0.01225  0.01217  0.50   61261     746   60888  1378374  22.50
  1942          51      0.00828  0.00825  0.50   60515     499   60266  1317486  21.77
  1942          52      0.01230  0.01222  0.50   60016     733   59649  1257220  20.95
  1942          53      0.01330  0.01321  0.50   59283     783   58891  1197571  20.20
  1942          54      0.01368  0.01359  0.50   58499     795   58102  1138679  19.46
  1942          55      0.01548  0.01536  0.50   57705     886   57261  1080577  18.73
  1942          56      0.01590  0.01578  0.50   56818     896   56370  1023316  18.01
  1942          57      0.01490  0.01479  0.50   55922     827   55508   966946  17.29
  1942          58      0.01789  0.01773  0.50   55095     977   54606   911438  16.54
  1942          59      0.01792  0.01776  0.50   54118     961   53637   856832  15.83
  1942          60      0.03154  0.03105  0.50   53157    1651   52331   803194  15.11
  1942          61      0.01653  0.01640  0.50   51506     845   51084   750863  14.58
  1942          62      0.02503  0.02472  0.50   50661    1252   50035   699779  13.81
  1942          63      0.03221  0.03170  0.50   49409    1566   48626   649744  13.15
  1942          64      0.03113  0.03065  0.50   47843    1466   47110   601118  12.56
  1942          65      0.04030  0.03950  0.50   46376    1832   45460   554008  11.95
  1942          66      0.03769  0.03699  0.50   44544    1648   43721   508548  11.42
  1942          67      0.03475  0.03416  0.50   42897    1465   42164   464827  10.84
  1942          68      0.04901  0.04783  0.50   41432    1982   40441   422663  10.20
  1942          69      0.03887  0.03812  0.50   39450    1504   38698   382222   9.69
  1942          70      0.08420  0.08080  0.50   37946    3066   36413   343524   9.05
  1942          71      0.03997  0.03919  0.50   34880    1367   34196   307112   8.80
  1942          72      0.06586  0.06376  0.50   33513    2137   32445   272915   8.14
  1942          73      0.08439  0.08098  0.50   31376    2541   30106   240471   7.66
  1942          74      0.08628  0.08271  0.50   28835    2385   27643   210365   7.30
  1942          75      0.11954  0.11279  0.50   26450    2983   24959   182722   6.91
  1942          76      0.09056  0.08664  0.50   23467    2033   22450   157763   6.72
  1942          77      0.09693  0.09245  0.50   21434    1982   20443   135313   6.31
  1942          78      0.14950  0.13910  0.50   19452    2706   18099   114870   5.91
  1942          79      0.10307  0.09802  0.50   16746    1641   15925    96771   5.78
  1942          80      0.18876  0.17248  0.50   15105    2605   13802    80846   5.35
  1942          81      0.10650  0.10112  0.50   12500    1264   11868    67043   5.36
  1942          82      0.15272  0.14189  0.50   11236    1594   10439    55176   4.91
  1942          83      0.14796  0.13777  0.50    9641    1328    8977    44737   4.64
  1942          84      0.18549  0.16974  0.50    8313    1411    7608    35760   4.30
  1942          85      0.24402  0.21749  0.50    6902    1501    6151    28153   4.08
  1942          86      0.20611  0.18685  0.50    5401    1009    4896    22001   4.07
  1942          87      0.20750  0.18800  0.50    4392     826    3979    17105   3.89
  1942          88      0.24030  0.21452  0.50    3566     765    3184    13126   3.68
  1942          89      0.19474  0.17746  0.50    2801     497    2553     9942   3.55
  1942          90      0.36736  0.31035  0.50    2304     715    1946     7390   3.21
  1942          91      0.25817  0.22865  0.50    1589     363    1407     5443   3.43
  1942          92      0.27055  0.23831  0.50    1226     292    1080     4036   3.29
  1942          93      0.28329  0.24814  0.50     934     232     818     2956   3.17
  1942          94      0.29638  0.25813  0.50     702     181     611     2139   3.05
  1942          95      0.30981  0.26825  0.50     521     140     451     1527   2.93
  1942          96      0.32356  0.27851  0.50     381     106     328     1077   2.83
  1942          97      0.33762  0.28886  0.50     275      79     235      749   2.72
  1942          98      0.35198  0.29930  0.50     196      59     166      513   2.63
  1942          99      0.36660  0.30981  0.50     137      42     116      347   2.53
  1942         100      0.38147  0.32037  0.50      95      30      79      231   2.45
  1942         101      0.39657  0.33095  0.50      64      21      54      152   2.36
  1942         102      0.41187  0.34153  0.50      43      15      36       98   2.29
  1942         103      0.42734  0.35210  0.50      28      10      23       63   2.21
  1942         104      0.44295  0.36264  0.50      18       7      15       39   2.14
  1942         105      0.45868  0.37311  0.50      12       4      10       24   2.08
  1942         106      0.47449  0.38351  0.50       7       3       6       15   2.02
  1942         107      0.49036  0.39381  0.50       5       2       4        9   1.97
  1942         108      0.50626  0.40399  0.50       3       1       2        5   1.92
  1942         109      0.52214  0.41404  0.50       2       1       1        3   1.88
  1942         110+     0.53798  1.00000  1.86       1       1       2        2   1.86
  1943           0      0.14610  0.13265  0.31  100000   13265   90793  5112532  51.13
  1943           1      0.05200  0.05068  0.50   86735    4396   84537  5021739  57.90
  1943           2      0.02269  0.02244  0.50   82339    1848   81415  4937202  59.96
  1943           3      0.01231  0.01224  0.50   80491     985   79999  4855787  60.33
  1943           4      0.00766  0.00763  0.50   79507     607   79203  4775788  60.07
  1943           5      0.00501  0.00499  0.50   78900     394   78703  4696585  59.53
  1943           6      0.00408  0.00408  0.50   78506     320   78346  4617882  58.82
  1943           7      0.00329  0.00328  0.50   78186     257   78057  4539536  58.06
  1943           8      0.00267  0.00267  0.50   77929     208   77825  4461479  57.25
  1943           9      0.00265  0.00265  0.50   77721     206   77618  4383654  56.40
  1943          10      0.00218  0.00218  0.50   77515     169   77431  4306036  55.55
  1943          11      0.00210  0.00210  0.50   77346     163   77265  4228605  54.67
  1943          12      0.00232  0.00232  0.50   77184     179   77094  4151340  53.79
  1943          13      0.00255  0.00254  0.50   77005     196   76907  4074246  52.91
  1943          14      0.00261  0.00261  0.50   76809     200   76709  3997339  52.04
  1943          15      0.00278  0.00277  0.50   76609     213   76502  3920631  51.18
  1943          16      0.00309  0.00309  0.50   76396     236   76278  3844128  50.32
  1943          17      0.00369  0.00369  0.50   76160     281   76020  3767850  49.47
  1943          18      0.00477  0.00476  0.50   75879     361   75699  3691830  48.65
  1943          19      0.00456  0.00455  0.50   75518     343   75347  3616131  47.88
  1943          20      0.00452  0.00451  0.50   75175     339   75006  3540785  47.10
  1943          21      0.00471  0.00469  0.50   74836     351   74661  3465779  46.31
  1943          22      0.00533  0.00531  0.50   74485     396   74287  3391118  45.53
  1943          23      0.00462  0.00461  0.50   74089     341   73919  3316831  44.77
  1943          24      0.00497  0.00495  0.50   73748     365   73565  3242913  43.97
  1943          25      0.00478  0.00477  0.50   73383     350   73208  3169347  43.19
  1943          26      0.00473  0.00471  0.50   73033     344   72861  3096140  42.39
  1943          27      0.00479  0.00478  0.50   72689     347   72515  3023279  41.59
  1943          28      0.00521  0.00520  0.50   72341     376   72153  2950764  40.79
  1943          29      0.00499  0.00498  0.50   71965     358   71786  2878611  40.00
  1943          30      0.00500  0.00498  0.50   71607     357   71429  2806825  39.20
  1943          31      0.00467  0.00466  0.50   71250     332   71084  2735396  38.39
  1943          32      0.00503  0.00502  0.50   70918     356   70740  2664312  37.57
  1943          33      0.00545  0.00544  0.50   70562     384   70371  2593572  36.76
  1943          34      0.00562  0.00561  0.50   70179     394   69982  2523201  35.95
  1943          35      0.00615  0.00613  0.50   69785     428   69571  2453219  35.15
  1943          36      0.00619  0.00617  0.50   69357     428   69143  2383648  34.37
  1943          37      0.00617  0.00615  0.50   68929     424   68717  2314505  33.58
  1943          38      0.00641  0.00639  0.50   68505     438   68286  2245788  32.78
  1943          39      0.00655  0.00653  0.50   68067     445   67845  2177502  31.99
  1943          40      0.00711  0.00709  0.50   67623     479   67383  2109656  31.20
  1943          41      0.00563  0.00561  0.50   67143     377   66955  2042273  30.42
  1943          42      0.00638  0.00636  0.50   66767     425   66554  1975318  29.59
  1943          43      0.00747  0.00744  0.50   66342     494   66095  1908764  28.77
  1943          44      0.00834  0.00831  0.50   65848     547   65575  1842669  27.98
  1943          45      0.00882  0.00878  0.50   65301     574   65015  1777094  27.21
  1943          46      0.00811  0.00807  0.50   64728     523   64466  1712079  26.45
  1943          47      0.00780  0.00777  0.50   64205     499   63956  1647613  25.66
  1943          48      0.00883  0.00880  0.50   63706     560   63426  1583657  24.86
  1943          49      0.00917  0.00912  0.50   63146     576   62858  1520232  24.07
  1943          50      0.01190  0.01183  0.50   62570     740   62199  1457374  23.29
  1943          51      0.00874  0.00870  0.50   61829     538   61560  1395174  22.56
  1943          52      0.01148  0.01142  0.50   61291     700   60941  1333614  21.76
  1943          53      0.01191  0.01184  0.50   60591     717   60233  1272673  21.00
  1943          54      0.01313  0.01304  0.50   59874     781   59484  1212440  20.25
  1943          55      0.01438  0.01427  0.50   59093     843   58671  1152957  19.51
  1943          56      0.01481  0.01470  0.50   58250     856   57821  1094285  18.79
  1943          57      0.01355  0.01346  0.50   57393     772   57007  1036464  18.06
  1943          58      0.01693  0.01678  0.50   56621     950   56146   979457  17.30
